sentence,compound,pos,neu,neg,transcript_id
So I think that's just one illustrative example of why I'm a leader.,0.0,0.0,1.0,0.0,pp66
Yes very good.,0.7089,0.855,0.145,0.0,pp66
So uh  are you a team player?,0.0,0.0,1.0,0.0,pp66
Can you tell me about a time when you worked on a team and faced a challenge?,0.0772,0.075,0.925,0.0,pp66
How did you go about solving it?,0.34,0.286,0.714,0.0,pp66
Yeah  um  so I definitely think I'm a team player  um  and I think MIT especially is really conducive to teamwork.,0.6344,0.214,0.786,0.0,pp66
Um  but I'll look at a example of team work than relates actually to  um  I'm also involved in leadership within my fraternity.,0.0,0.0,1.0,0.0,pp66
And so  as a part of that  um  we have a five person exec that uh I wasn't on to begin with  but uh  I've now loosened up and wanted to take on more leadership  help out  and so I'm currently on.,0.6082,0.088,0.912,0.0,pp66
And so  as a part of that five person exec  um  we've had to do a lot of teamwork.,0.0,0.0,1.0,0.0,pp66
There's five of us  there's uh  my fraternity has seventy people.,0.0,0.0,1.0,0.0,pp66
Um  so it's very large and it requires a lot of working together in order to  um  accomplish really any task.,0.4215,0.123,0.877,0.0,pp66
And so I think  um  one illustrative example is we wanted to put on a philanthropy event that I was spearheading in my position.,0.0,0.0,1.0,0.0,pp66
I was doing brotherhood development activities  like a philanthropy even.,0.3612,0.217,0.783,0.0,pp66
And so  we haven't really had much precedent  we haven't had an event in a couple of years  um  and so I had come up with a summer with an event based off some stuff for other friends and other schools who I've talked to.,0.4767,0.066,0.934,0.0,pp66
Um  and so I had the idea for the event and then I had to work with these other four members to kind of lead the rest of our brotherhood in putting on the event  organizing it  um  and there was a lot challenges because it wasn't  there was no precedent  we hadn't done things like this in the past  um  so we had to work to like motivate people within ourselves to go out and get people to register and participate and things like that.,0.7703,0.116,0.861,0.023,pp66
Um  and there's also of course the challenge of then finding others.,0.0772,0.106,0.894,0.0,pp66
Um  give us five dollars to participate in our event  why it's of any value  why it matters.,0.3612,0.179,0.821,0.0,pp66
And so that duality was really a challenge  as well as of course working amongst ourselves  and so we met those by really laying out very concrete goals  um  and like  doing a lot of brainstorming among the five of us  breaking up  um  to focus on different elements of the problems we would face.,0.3566,0.103,0.852,0.045,pp66
Um  and the event ended up being really tremendously successful and then we had a lot of people participate.,0.6566,0.195,0.805,0.0,pp66
We met those goals of participation and money raised um  and then were able to have the event again this year and really set a precedent that hadn't existed before  so  it was very successful.,0.624,0.107,0.893,0.0,pp66
That's very excellent.,0.6115,0.666,0.334,0.0,pp66
So uh  what's your greatest weakness?,0.34,0.382,0.364,0.255,pp66
If you had to change one thing about yourself  what would that be?,0.0,0.0,1.0,0.0,pp66
Um  so I think currently  um  what my greatest weakness  and one which I'm working on  is my ability  I talked a lot just now about leadership positions and so they definitely impact me a lot.,0.7703,0.214,0.723,0.063,pp66
Right now my ability to successfully delegate  um and the word  I'm not necessarily looking for the word micro-manage  but just truly delegate responsibility  work with another person  and let them be very responsible and communicate with them.,0.8747,0.244,0.756,0.0,pp66
I think i struggle there and that's definitely a weakness in my leadership as well as just my general activities because i struggle just to let that person kind of go and foster their own ideas and get their own job done.,-0.3818,0.098,0.752,0.15,pp66
I'm very quick to step in and assist maybe step on their toes even or at least provide feedback.,0.0,0.0,1.0,0.0,pp66
Sometimes it is warranted and sometimes I think it isn't  and so to be more cognizant of that and to uh be better adept to deal with that I think would be very helpful.,0.7178,0.158,0.842,0.0,pp66
And so  I'd love to see that change.,0.6682,0.39,0.61,0.0,pp66
It is something I'm working towards and I'm working with people whose leadership I admire  um  who I think do a better job of that then me and try and model myself after them  but currently I do think it's a weakness that I'd like to improve.,0.7506,0.195,0.739,0.065,pp66
So  think of a job you'd like to have.,0.3612,0.238,0.762,0.0,pp66
Okay.,0.2263,1.0,0.0,0.0,pp66
Got one?,0.0,0.0,1.0,0.0,pp66
Yes.,0.4019,1.0,0.0,0.0,pp66
So now  why do you think you deserve this job?,0.0,0.0,1.0,0.0,pp66
So  for this particular job  um  I think my greatest assets are the combination of skills and experiences that I bring to the table.,0.7096,0.211,0.789,0.0,pp66
Um and I think that it'd be very valuable for the position.,0.5256,0.236,0.764,0.0,pp66
So I have a very strong technical background  I'm in my third year at MIT studying chemical biological engineering which requires a wide array of very challenging coursework.,0.669,0.174,0.826,0.0,pp66
Um  and I've done research in the field as well  so all of those skills combine to give me a strong technical set of both problem solving and engineering based skills.,0.6249,0.208,0.72,0.072,pp66
And then I also have done a lot of work outside of the classroom  both in projects that are academic related and totally not  community services related and things of that nature  um truly develop communication skills  organization skills  um  and the ability to really take a project and get it done.,0.6369,0.094,0.906,0.0,pp66
And so I think for this position I will have the technical background to fully understand and wrap my mind around and make goals that I want to accomplish just solve a problem and then these other skills will ensure that not only can I identify a problem  but if I identify a problem I will get it done and I know how to facilitate whatever resources that are available to me to ensure that whatever job gets done well  so I think that will make me a very strong candidate.,0.8376,0.163,0.768,0.069,pp66
Well thank you  thanks for your time.,0.7579,0.652,0.348,0.0,pp66
Oh well  please tell me a little bit about your background.,0.5267,0.328,0.672,0.0,pp67
Alright.,0.25,1.0,0.0,0.0,pp67
um So  for starters  I am a senior taking an extra semester so you know  half-way through junior year in that sense.,0.0,0.0,1.0,0.0,pp67
I'm a chemical engineer  I'm a rower  light weight rower  not a heavy weight.,0.0,0.0,1.0,0.0,pp67
I have the extra  an extra bonus of having to deal with a weight cap  that sort of thing.,0.5423,0.163,0.837,0.0,pp67
Diving in the middle of the year can be fun sometimes.,0.5574,0.338,0.662,0.0,pp67
I'm in a fraternity  um it actually recently started up.,0.0,0.0,1.0,0.0,pp67
So I was a founding father of the fraternity  it's Sigma Alpha Epselon.,0.0,0.0,1.0,0.0,pp67
And I've also done very rougly coordinated engineering leadership program.,0.0,0.0,1.0,0.0,pp67
So I'd say those are my main commitments.,0.128,0.176,0.824,0.0,pp67
I had done other things earlier one  I went to Baker and I was very involved in the executive committee there.,0.0,0.0,1.0,0.0,pp67
And I'm also an active member in creating the dining plan that currently exists at MIT.,0.5994,0.259,0.741,0.0,pp67
It's got some pros and cons  but it is a good experience so sort of like go door to door and talk to people and really see  let them know what's coming up.,0.7939,0.185,0.815,0.0,pp67
THat sort of thing.,0.0,0.0,1.0,0.0,pp67
In general I'd say I'm a pretty active person on campus  pretty well known  um and I do a lot of things to keep myself in shape but also academically stimulated with chemical engineering and whatnot.,0.7876,0.243,0.757,0.0,pp67
So you think you're a leader  tell me why.,0.0,0.0,1.0,0.0,pp67
Very much so.,0.0,0.0,1.0,0.0,pp67
um I guess to start out  being part of the sport sort of creates a natural affinity towards teamwork.,0.5118,0.202,0.798,0.0,pp67
Especially with rowing you're depending on other people to be able to accomplish a common goal  there's eight guys in a boat and then there's the person that steers it.,0.4215,0.088,0.912,0.0,pp67
And if one person gives up you guys aren't going to win.,-0.4717,0.0,0.782,0.218,pp67
So that is very much like teamwork  it also coincides with leadership.,0.4173,0.202,0.798,0.0,pp67
Rowig doesn't necessarily cultivate leadership  it sort of cultivates like personal dedication and willingness to contribute to the whole.,0.5118,0.202,0.798,0.0,pp67
But I feel like I get my leadership experiences from my fraternity.,0.5023,0.228,0.772,0.0,pp67
Especially since it started out  I was one of eight people  there was five that was the founding five  that was part of the first pledge class.,0.0,0.0,1.0,0.0,pp67
And when things are starting up everyone needs to take a leadership role and if anyone like cuts any slack it's very likely that the whole ship is going to sink.,0.0772,0.074,0.861,0.065,pp67
So right from the get go I was given tons of responsibility and I went with it.,0.0,0.0,1.0,0.0,pp67
I did as much as I could in each of the positions and eventually I came up to the role of  you know  the President.,0.0,0.0,1.0,0.0,pp67
um And in that role I've gotten a lot of praise from the alumni groups and from my students  but generally I feel like I'm a pretty good  I like to work with people  um I can relate to them  and generally pretty sociable  so yeah.,0.9823,0.427,0.573,0.0,pp67
Well  sounds like a (?),0.5574,0.605,0.395,0.0,pp67
situation.,0.0,0.0,1.0,0.0,pp67
So do you consider yourself a team player?,0.0,0.0,1.0,0.0,pp67
Can you tell me of a time when you worked on a team and faced a challenge  how did you go about solving it?,0.4019,0.144,0.856,0.0,pp67
Alright  let me come up with a good example here.,0.5994,0.38,0.62,0.0,pp67
Alright  Gordon has a new leadership program very much about being a team player.,0.25,0.133,0.867,0.0,pp67
There's different opportunities that that program provides  every single week it's divided up so that each student gets an opportunity to be a leader or be a part of the team.,0.6597,0.157,0.843,0.0,pp67
One of the modules for instance  there was  it was a negotiation module.,0.0,0.0,1.0,0.0,pp67
So every single table was given a set of legos.,0.0,0.0,1.0,0.0,pp67
And there was the goal of the project was to create satellites which requires a certain number of colored legos from each table  and every table was given different combinations.,0.5423,0.169,0.831,0.0,pp67
So I was not the team leader in that case  but the team leader's goal was to make sure that we had good negotiations going with all of the tables adjacent to us  and coordinating everything.,0.7783,0.167,0.833,0.0,pp67
And at times it got a little bit frustrating because there were time limits  and people were running all over the place.,-0.3862,0.0,0.889,0.111,pp67
And one of my roles was to be one of the negotiators  so as the team player my role was to simply talk to one table  get as best of a result as possible to get the parts that we need to make the satellite but not to be directing people and nothing of the sort.,0.3818,0.045,0.955,0.0,pp67
um My natural instinct is to direct people so what I had to do instead to make sure that I was used effectively as a team leader  you know  just give the team leader suggestions  that sort of things  but also do my duty  negotiate  we consulted for a while.,0.5187,0.102,0.898,0.0,pp67
Said  OK Cameron  we need to get three white legos for four brown legos etc etc.,0.4466,0.164,0.836,0.0,pp67
So I managed to get my end of the deal done um also contribute to the team leader but also give him advice  and that sort of thing.,0.0,0.0,1.0,0.0,pp67
It's kind of a lower key example  just because those modules  the time schedule is an hour.,-0.296,0.0,0.879,0.121,pp67
